"code","wildcard","name","description","file_name","link","type",mode_play,"sub_link","image",view,play,vote,author_id,"publish_at"
NULL,"lc","Le Cay",NULL,"13698.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lcr","Lệ cay (Remix)",NULL,"147.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lc2r","Le Cay 2 (Remix)",NULL,"22301.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13699.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13700.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13701.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13702.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13703.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13704.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13705.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Da",NULL,"13740.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Dang",NULL,"13706.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Dem",NULL,"22302.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Le Doi",NULL,"13707.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ldc","Le Duong Cam",NULL,"22303.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lh","Le Hoang",NULL,"13708.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lh","Le Hoang",NULL,"13709.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lh","Le Hoang",NULL,"13710.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lk","Le Khoc",NULL,"13711.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"13712.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"13713.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"13714.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"13715.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"22304.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ll","Le Loi",NULL,"25194.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lr","Le Roi",NULL,"13716.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ls","Le Sau",NULL,"22305.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ltdl","Le Temps De LAmour",NULL,"13741.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Le Tinh",NULL,"8005.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Le Tinh",NULL,"8006.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Le Tinh",NULL,"8007.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Le Tinh",NULL,"8008.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ltb","Le Tinh Buon",NULL,"8009.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ltb","Le Tinh Buon",NULL,"8010.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lu","Le Ua",NULL,"8011.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lu","Le Ua",NULL,"8012.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lvt","Le Van Tam",NULL,"23630.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lvsd","Le Vat Song Dong",NULL,"8013.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lvsd","Lễ vật sống động",NULL,"483.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lvqr","Le Vu Quy remix",NULL,"22690.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lb","Lee Bong",NULL,"3109.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Lemon Tree",NULL,"3110.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Lemon Tree",NULL,"3111.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Lemon Tree",NULL,"3112.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lt","Lemon Tree",NULL,"3113.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lccd","Len Chua Cau Duyen",NULL,"8014.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Len Dang",NULL,"22691.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ln","Len Ngan",NULL,"22692.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lsgst","Len Sai Gon Sam Tet",NULL,"22693.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ltxg","Len Thac Xuong Ghenh",NULL,"8015.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lmb","Les Mots Bleus",NULL,"8016.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lds","Let Do Samba",NULL,"8017.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lhg","Let Her Go",NULL,"8018.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lig","Let It Go",NULL,"8019.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lig","Let It Go",NULL,"8020.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lig","Let It Go",NULL,"8021.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lyg","Let You Go",NULL,"22694.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Lets Dance",NULL,"13718.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ld","Let's Dance",NULL,"8022.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lp","Let's party",NULL,"484.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lp","Let's Party",NULL,"13742.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lta","Let'S Twist Again",NULL,"13717.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lxn","Li Xi Nhe",NULL,"13719.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkactty","Lien Khuc Ai Cho Toi Tinh Yeu",NULL,"13743.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkacttydcmrr","Lien Khuc Ai Cho Toi Tinh Yeu & Dem Cuoi & Mua Rung (Remix)",NULL,"20563.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkakvatnn","Lien Khuc Ai Kho Vi Ai & Trom Nhin Nhau",NULL,"13720.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkankbg","Lien Khuc Am Nhac Khong Bien Gioi",NULL,"23736.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkacnemtdx","Lien Khuc Anh Con No Em & Mot Thoi Da Xa",NULL,"23737.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkacyektd","Lien Khuc Anh Con Yeu Em & Khuc Thuy Du",NULL,"13721.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkadedtytt","Lien Khuc Anh Dau Em Do & Tinh Yeu Thuy Thu",NULL,"13722.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkakcyend","Lien Khuc Anh Khong Con Yeu Em Nua Dau",NULL,"13723.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkatenxr","Lien Khuc Anh Thich Em Nhu Xua (Remix)",NULL,"13724.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkatbdcr","Lien Khuc Anh Trang Buon & Dang Cay Remix",NULL,"13725.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkaanbcat","Lien Khuc Ao Anh & Nhung Buoc Chan Am Tham",NULL,"13726.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkadbm","Lien Khuc Ao Dai Ba Mien",NULL,"13727.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkaecmml","Lien Khuc Ao Em Chua Mac Mot Lan",NULL,"13728.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbttdr","Lien Khuc Bac Trang Tinh Doi (Remix)",NULL,"13744.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbemx","Lien Khuc Ben Em Mua Xuan",NULL,"23738.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbnxgtn","Lien Khuc Bien Nho & Xin Goi Ten Nhau",NULL,"3114.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbcm","Lien Khuc Bong Co May",NULL,"3115.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbkdstyr","Lien Khuc Buon & Ke Dung Sau Tinh Yeu Remix",NULL,"3116.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkbb","Lien Khuc Bup Be",NULL,"23739.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcbr","Lien Khuc Cam Bay (Remix)",NULL,"23740.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkc","Lien Khuc Cha",NULL,"23741.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcx","Lien Khuc Chia Xa",NULL,"23742.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcth","Lien Khuc Chinese Top Hits",NULL,"3117.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcntnt","Lien Khuc Chot Nho & Tinh Ngang Trai",NULL,"3118.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcx","Lien Khuc Chuc Xuan",NULL,"23743.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcbmmbngd","Lien Khuc Chuyen Ba Mua Mua & Biet Noi Gi Day",NULL,"3119.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkchshcxd","Lien Khuc Chuyen Hoa Sim & Hoi Chuong Xom Dao",NULL,"3120.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkchsmhb","Lien Khuc Chuyen Hoa Su Mot & Hai & Ba",NULL,"3121.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcdxed","Lien Khuc Con Duong Xua Em Di",NULL,"3122.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcsyt","Lien Khuc Con Song Yeu Thuong",NULL,"13745.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcndhb","Lien Khuc Cung Nhau Di Hong Binh",NULL,"23744.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkcttcmmtdx","Lien Khuc Cuoc Tinh Trong Con Mua & Mot Thoi Da Xa",NULL,"3123.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdc","Lien Khuc Dan Ca",NULL,"23745.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdth","Lien Khuc Dance Top Hits",NULL,"3124.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdekltr","Lien Khuc Dang Em-Kiep Lang Thang (Remix)",NULL,"23746.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdekltr","Lien Khuc Dang Em-Kiep Lang Thang (Remix)",NULL,"23747.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdm","Lien Khuc Dang Moi",NULL,"3126.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdm2","Lien Khuc Dang Moi (2012)",NULL,"3125.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdckn","Lien Khuc Dau Chan Ky Niem",NULL,"3127.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdchbttr","Lien Khuc Dem Cuoi & Hai Ban Tay Trang (Remix)",NULL,"3128.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdhdnylt","Lien Khuc Dem Huyen Dieu & Nguoi Yeu Ly Tuong",NULL,"3129.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdvnx","Lien Khuc Di Ve Noi Xa",NULL,"3130.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdvnx","Lien Khuc Di Ve Noi Xa",NULL,"23748.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdgdyelccennlc","Lien Khuc Dieu Gian Di-Yeu Em-Loi Cuoi Cho Em-Nhin Nhau Lan Cuoi",NULL,"23749.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdetmum","Lien Khuc Doi Em Trong Mo & Unbreak Myheart",NULL,"3131.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdtnddxrmtdx","Lien Khuc Doi Thay & Neu Dieu Do Xay Ra & Mot Thoi Da Xa",NULL,"3132.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdxxdv","Lien Khuc Don Xuan & Xuan Da Ve",NULL,"3133.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdsbr","Lien Khuc Dong Song Buon (Remix)",NULL,"14708.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdx","Lien Khuc Dong Xanh",NULL,"23750.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdnxncdxed","Lien Khuc Dung Noi Xa Nhau & Con Duong Xua Em Di",NULL,"13729.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdvqhthnn","Lien Khuc Duong Ve Que Huong & Thuong Hoai Ngan Nam",NULL,"13730.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkdxum","Lien Khuc Duong Xa Uot Mua",NULL,"23631.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkecbybykn","Lien Khuc Em Chua Biet Yeu & Biet Yeu Khi Nao",NULL,"13731.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkeltcdkcu","Lien Khuc Em La Tat Ca & Duyen Kiep & Co Ua",NULL,"13732.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgcvyr","Lien Khuc Ghen Chi Vi Yeu (Remix)",NULL,"22695.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgs","Lien Khuc Giang Sinh",NULL,"13733.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgs","Lien Khuc Giang Sinh",NULL,"13734.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgs","Lien Khuc Giang Sinh",NULL,"13735.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgblcs","Lien Khuc Gio Bac & Ly Con Sao",NULL,"13736.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgcdvdtelcldxl","Lien Khuc Giong Ca Di Vang & Duoc Tin Em Lay Chong & Lam Dau Xu La",NULL,"13737.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgdhtcdelct","Lien Khuc Goi Do-Hon Trach Con Do-Eo Le Cuoc Tinh",NULL,"22696.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkgnty","Lien Khuc Gui Nguoi Toi Yeu",NULL,"13792.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhmm","Lien Khuc Hai Mua Mua",NULL,"22697.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhvslsrtb","Lien Khuc Hai Vi Sao Lac & Sao Roi Tren Bien",NULL,"3134.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhtnm","Lien Khuc Hanh Trang Nuoc Mat",NULL,"3135.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhcndy","Lien Khuc Hat Cho Nguoi Dang Yeu",NULL,"3136.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhndetsdtr","Lien Khuc Hat Nua Di Em-Tam Su Doi Toi (Remix)",NULL,"22698.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhtt","Lien Khuc Hoang Thi Tho",NULL,"3137.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhttm","Lien Khuc Hoang Tu Trong Mo",NULL,"22699.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhvnnde","Lien Khuc Hoang Vang & Noi Nho Diu Em",NULL,"22700.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhnt","Lien Khuc Hoi Nguoi Tinh",NULL,"3138.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkhtal","Lien Khuc Hung Thieng Au Lac",NULL,"3139.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkk","Lien Khuc Khoc",NULL,"3140.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkktbceo","Lien Khuc Khoc Tham & Buon Chi Em Oi",NULL,"3141.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkk","Lien Khuc Khong",NULL,"22701.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkk12","Lien Khuc Khong 1 & 2",NULL,"3142.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkk1k2dkyttr","Lien Khuc Khong 1 & Khong 2 & Da Khong Yeu Thi Thoi (Remix)",NULL,"3143.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkkbgncmdca","Lien Khuc Khong Bao Gio Ngan Cach & Mua Dong Cua Anh",NULL,"13793.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkkntt","Lien Khuc Ky Niem Tinh Toi",NULL,"13746.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkkutt","Lien Khuc Ky Uc Tuoi Tho",NULL,"13747.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lklp","Lien Khuc Lam Phuong",NULL,"13748.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lklqhmbm","Lien Khuc Lam Quen & Hai Muoi Bon Muoi",NULL,"13749.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lklvdacttyr","Lien Khuc Lan Va Diep & Ai Cho Toi Tinh Yeu (Remix)",NULL,"13750.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkltqndmnx","Lien Khuc Lang Toi & Quy Nhon Doi Mat Nguoi Xua",NULL,"13751.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lklmcdmxcm","Lien Khuc Lay Me Con Di & Mua Xuan Cua Me",NULL,"13752.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkllvtkdmlrtr","Lien Khuc Loi Lam & Vang Trang Khoc & Dau Mot Lan Roi Thoi (Remix)",NULL,"22702.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkltt","Lien Khuc Loi Ta Tu",NULL,"13753.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lklccccmbd","Lien Khuc Ly Cafe Cuoi Cung & Chung Minh Ba Dua",NULL,"13754.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmlcntl","Lien Khuc Mat Le Cho Nguoi & Tinh Lo",NULL,"13794.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmt","Lien Khuc Modern Talking",NULL,"3144.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmnkcanmn","Lien Khuc Mot Ngay Khong Co Anh-Neu Mot Ngay",NULL,"22703.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmnkcenvqm","Lien Khuc Mot Ngay Khong Co Em & Ngay Vui Qua Mau",NULL,"3145.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmtthcpth","Lien Khuc Mot Thoang Tay Ho & Chieu Phu Tay Ho",NULL,"3146.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkm","Lien Khuc Mua",NULL,"3147.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmckndm","Lien Khuc Mua Chieu Ky Niem & Dinh Menh",NULL,"3148.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmd","Lien Khuc Mua Dong",NULL,"3149.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmnd","Lien Khuc Mua Nua Dem",NULL,"3151.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmndmdno","Lien Khuc Mua Nua Dem & Mua Dem Ngoai O",NULL,"3150.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmrltdmr","Lien Khuc Mua Rung & Lanh Tron Dem Mua (Remix)",NULL,"3152.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmtcemdh","Lien Khuc Mua Thu Cho Em & Mong Duoi Hoa",NULL,"13795.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmtktlltv","Lien Khuc Mua Thu Khong Tro Lai & La Thu Vang",NULL,"13755.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmtydby","Lien Khuc Mua Thu Yeu Duong & Be Yeu",NULL,"13756.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"lkmtbv","Lien Khuc Mua Tren Bien Vang",NULL,"13757.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
